_id,Year,BranchCode,Sessions
1,2012,AB,132024
2,2012,ACD,131353
3,2012,AD,16279
4,2012,AG,140407
5,2012,AH,11895
6,2012,AN,36663
7,2012,AP,18961
8,2012,BB,19784
9,2012,BC,25755
10,2012,BD,19911
11,2012,BE,45165
12,2012,BF,101666
13,2012,BL,177112
14,2012,BR,8276
15,2012,BRW,41350
16,2012,BUR,25885
17,2012,CC,18786
18,2012,CE,28740
19,2012,CED,240834
20,2012,CH,30061
21,2012,CL,484789
22,2012,CS,22640
23,2012,DA,35962
24,2012,DM,75424
25,2012,DO,103227
26,2012,DP,40648
27,2012,DR,48770
28,2012,DT,6192
29,2012,DU,54256
30,2012,EA,48329
31,2012,EB,8451
32,2012,EG,30367
33,2012,EN,21394
34,2012,ES,34997
35,2012,FH,20652
36,2012,FP,55771
37,2012,FV,164649
38,2012,GE,21811
39,2012,GHP,46660
40,2012,GW,11027
41,2012,HB,8441
42,2012,HC,23497
43,2012,HIL,32986
44,2012,HP,39306
45,2012,HS,31763
46,2012,HW,31205
47,2012,JD,71573
48,2012,JO,30753
49,2012,JS,46352
50,2012,KE,38399
51,2012,LB,26643
52,2012,LE,25308
53,2012,LO,42570
54,2012,LS,188318
55,2012,MA,35881
56,2012,MAL,165136
57,2012,MAS,132310
58,2012,MCG,39797
59,2012,MI,17454
60,2012,MP,5328
61,2012,MRV,31081
62,2012,MS,34166
63,2012,ND,127600
64,2012,NE,12532
65,2012,NT,26430
66,2012,OV,35837
67,2012,PA,70725
68,2012,PE,10329
69,2012,PK,111474
70,2012,PL,60005
71,2012,PM,21846
72,2012,PU,15438
73,2012,PV,25879
74,2012,QS,12243
75,2012,RD,73429
76,2012,RI,131921
77,2012,RN,69640
78,2012,RX,20822
79,2012,SA,67645
80,2012,SB,631
81,2012,SI,15156
82,2012,SJ,64006
83,2012,SL,23702
84,2012,SP,11709
85,2012,ST,37604
86,2012,SW,2759
87,2012,SWS,129468
88,2012,TA,13881
89,2012,TH,80657
90,2012,TOD,2820
91,2012,TRL,727822
92,2012,VV,14772
93,2012,WE,40117
94,2012,WP,19629
95,2012,WS,105207
96,2012,WY,44020
97,2012,YO,32464
98,2012,YW,172783
99,2013,AB,139402
100,2013,ACD,133591
101,2013,AD,16238
102,2013,AG,180672
103,2013,AH,11250
104,2013,AN,30396
105,2013,AP,17788
106,2013,BB,22950
107,2013,BC,21560
108,2013,BD,22293
109,2013,BE,46488
110,2013,BF,112745
111,2013,BL,171160
112,2013,BR,84403
113,2013,BRW,43375
114,2013,BUR,27563
115,2013,CC,17750
116,2013,CE,29350
117,2013,CED,260191
118,2013,CH,31225
119,2013,CL,545403
120,2013,CS,21563
121,2013,DA,39138
122,2013,DM,81804
123,2013,DO,120176
124,2013,DP,52063
125,2013,DR,49088
126,2013,DT,7000
127,2013,DU,63350
128,2013,EA,43594
129,2013,EB,7575
130,2013,EG,29788
131,2013,EN,25243
132,2013,ES,39200
133,2013,FH,19988
134,2013,FP,59211
135,2013,GE,21888
136,2013,GHP,48736
137,2013,GW,12550
138,2013,HB,8675
139,2013,HC,22513
140,2013,HIL,55275
141,2013,HP,41600
142,2013,HS,30800
143,2013,HW,36038
144,2013,JD,75575
145,2013,JO,28675
146,2013,JS,48988
147,2013,KE,38200
148,2013,LB,26575
149,2013,LE,27025
150,2013,LO,40425
151,2013,LS,189215
152,2013,MA,39548
153,2013,MAL,181120
154,2013,MAS,111379
155,2013,MCG,44723
156,2013,MD,44575
157,2013,MI,21055
158,2013,MP,5675
159,2013,MRV,30713
160,2013,MS,39950
161,2013,ND,117777
162,2013,NE,13700
163,2013,NT,22372
164,2013,OV,34600
165,2013,PA,72263
166,2013,PE,9638
167,2013,PK,128159
168,2013,PL,69688
169,2013,PM,20863
170,2013,PU,16875
171,2013,PV,41325
172,2013,QS,11863
173,2013,RD,73788
174,2013,RI,118823
175,2013,RN,67213
176,2013,RX,18938
177,2013,SA,69388
178,2013,SB,538
179,2013,SI,14225
180,2013,SJ,62200
181,2013,SL,26075
182,2013,SP,11245
183,2013,ST,37838
184,2013,SW,2575
185,2013,SWS,147925
186,2013,TA,15425
187,2013,TH,88100
188,2013,TOD,3300
189,2013,TRL,818494
190,2013,VV,13675
191,2013,WE,37488
192,2013,WP,16738
193,2013,WS,114088
194,2013,WY,43200
195,2013,YO,32475
196,2013,YW,176806
197,2014,AB,142159
198,2014,ACD,149898
199,2014,AD,16500
200,2014,AG,166023
201,2014,AH,11800
202,2014,AN,28629
203,2014,AP,18550
204,2014,BB,26263
205,2014,BC,24600
206,2014,BD,20538
207,2014,BE,41963
208,2014,BF,120551
209,2014,BL,174629
210,2014,BR,83069
211,2014,BRW,42088
212,2014,BUR,28275
213,2014,CC,18738
214,2014,CE,26025
215,2014,CED,258188
216,2014,CH,29988
217,2014,CL,496202
218,2014,CS,21663
219,2014,DA,38850
220,2014,DM,85624
221,2014,DO,118894
222,2014,DP,54988
223,2014,DR,49650
224,2014,DT,7150
225,2014,DU,59313
226,2014,EA,47626
227,2014,EB,6538
228,2014,EG,33350
229,2014,EN,23452
230,2014,ES,37063
231,2014,FH,20288
232,2014,FO,24150
233,2014,FP,51997
234,2014,FV,167961
235,2014,GE,23425
236,2014,GHP,50442
237,2014,GW,12138
238,2014,HB,8900
239,2014,HC,24713
240,2014,HIL,31088
241,2014,HP,44950
242,2014,HS,31213
243,2014,HW,34175
244,2014,JD,71413
245,2014,JO,28863
246,2014,JS,48763
247,2014,KE,39188
248,2014,LB,22363
249,2014,LE,23925
250,2014,LO,40625
251,2014,LS,183539
252,2014,MA,38513
253,2014,MAL,175932
254,2014,MAS,128615
255,2014,MCG,44396
256,2014,MD,64538
257,2014,MI,22058
258,2014,MP,5613
259,2014,MRV,30650
260,2014,MS,41363
261,2014,ND,106577
262,2014,NE,12938
263,2014,NT,23049
264,2014,OV,36975
265,2014,PA,71899
266,2014,PE,10063
267,2014,PK,133343
268,2014,PL,68339
269,2014,PM,19988
270,2014,PU,18088
271,2014,PV,22738
272,2014,QS,11150
273,2014,RD,74888
274,2014,RI,120461
275,2014,RN,68213
276,2014,RX,18875
277,2014,SA,66100
278,2014,SB,400
279,2014,SI,14225
280,2014,SJ,65038
281,2014,SL,25688
282,2014,SP,13242
283,2014,ST,27963
284,2014,SW,2488
285,2014,SWS,137354
286,2014,TA,14925
287,2014,TH,89775
288,2014,TOD,6225
289,2014,TRL,776844
290,2014,VV,14638
291,2014,WE,40363
292,2014,WP,19200
293,2014,WS,104775
294,2014,WY,37747
295,2014,YO,32850
296,2014,YW,185228
297,2015,AB,142187
298,2015,ACD,145984
299,2015,AD,16700
300,2015,AG,158536
301,2015,AH,11013
302,2015,AN,34038
303,2015,AP,16300
304,2015,BB,19700
305,2015,BC,24413
306,2015,BD,21100
307,2015,BE,48525
308,2015,BF,131127
309,2015,BL,179859
310,2015,BR,84937
311,2015,BRW,41463
312,2015,BUR,28463
313,2015,CC,18638
314,2015,CE,27188
315,2015,CED,243984
316,2015,CH,29788
317,2015,CL,477283
318,2015,CS,21188
319,2015,DA,37125
320,2015,DM,86525
321,2015,DO,109770
322,2015,DP,60138
323,2015,DR,43475
324,2015,DT,6688
325,2015,DU,54700
326,2015,EA,46633
327,2015,EB,6850
328,2015,EG,34325
329,2015,EN,19505
330,2015,ES,37650
331,2015,FH,21600
332,2015,FO,49513
333,2015,FP,50388
334,2015,FV,232297
335,2015,GE,25863
336,2015,GHP,49572
337,2015,GW,12600
338,2015,HB,8725
339,2015,HC,21838
340,2015,HIL,31550
341,2015,HP,43475
342,2015,HS,27700
343,2015,HW,21575
344,2015,JD,64375
345,2015,JO,25888
346,2015,JS,48325
347,2015,KE,37925
348,2015,LB,25550
349,2015,LE,25913
350,2015,LO,42075
351,2015,LS,176522
352,2015,MA,35975
353,2015,MAL,170307
354,2015,MAS,135937
355,2015,MCG,42142
356,2015,MD,55913
357,2015,MI,21475
358,2015,MP,6138
359,2015,MRV,32938
360,2015,MS,42363
361,2015,ND,112235
362,2015,NE,11325
363,2015,NT,22853
364,2015,OV,37863
365,2015,PA,75404
366,2015,PE,8113
367,2015,PK,127130
368,2015,PL,68269
369,2015,PM,18800
370,2015,PU,16450
371,2015,PV,22488
372,2015,QS,11100
373,2015,RD,73775
374,2015,RI,113426
375,2015,RN,65663
376,2015,RX,20063
377,2015,SA,67425
378,2015,SB,475
379,2015,SC,27325
380,2015,SI,13925
381,2015,SJ,57375
382,2015,SL,22051
383,2015,SP,14813
384,2015,ST,34800
385,2015,SW,2600
386,2015,SWS,138960
387,2015,TA,18588
388,2015,TH,79150
389,2015,TOD,5438
390,2015,TRL,901258
391,2015,VV,12950
392,2015,WE,46263
393,2015,WP,21425
394,2015,WS,106963
395,2015,WY,37263
396,2015,YO,32313
397,2015,YW,193860
398,2016,AB,140606
399,2016,ACD,149712
400,2016,AD,16338
401,2016,AG,103406
402,2016,AH,10988
403,2016,AN,29238
404,2016,AP,16563
405,2016,BB,19713
406,2016,BC,21763
407,2016,BD,18088
408,2016,BE,45825
409,2016,BF,121863
410,2016,BL,168193
411,2016,BR,84596
412,2016,BRW,40138
413,2016,BUR,24950
414,2016,CC,19413
415,2016,CE,28213
416,2016,CED,249984
417,2016,CH,30938
418,2016,CL,433079
419,2016,CS,21813
420,2016,DA,37150
421,2016,DM,88066
422,2016,DO,113701
423,2016,DP,59513
424,2016,DR,46688
425,2016,DT,6113
426,2016,DU,51225
427,2016,EA,45770
428,2016,EB,7325
429,2016,EG,30325
430,2016,EN,23800
431,2016,ES,18675
432,2016,FH,20350
433,2016,FO,48088
434,2016,FP,49910
435,2016,FV,224402
436,2016,GE,23825
437,2016,GHP,45802
438,2016,GW,12000
439,2016,HB,8825
440,2016,HC,19238
441,2016,HIL,29013
442,2016,HP,39725
443,2016,HS,21488
444,2016,HW,18000
445,2016,JD,64400
446,2016,JO,23288
447,2016,JS,47725
448,2016,KE,36150
449,2016,LB,24788
450,2016,LE,24488
451,2016,LO,47125
452,2016,LS,165859
453,2016,MA,35813
454,2016,MAL,167069
455,2016,MAS,142462
456,2016,MCG,37741
457,2016,MD,55175
458,2016,MI,23175
459,2016,MP,6250
460,2016,MRV,34313
461,2016,MS,41988
462,2016,ND,117080
463,2016,NE,11488
464,2016,NT,22585
465,2016,OV,37238
466,2016,PA,74158
467,2016,PE,7863
468,2016,PK,125610
469,2016,PL,69344
470,2016,PM,19938
471,2016,PU,16613
472,2016,PV,22363
473,2016,QS,11850
474,2016,RD,70700
475,2016,RI,107685
476,2016,RN,63363
477,2016,RX,19550
478,2016,SA,62700
479,2016,SB,550
480,2016,SC,52375
481,2016,SI,13838
482,2016,SJ,56575
483,2016,SL,23779
484,2016,SP,13988
485,2016,ST,34700
486,2016,SW,2125
487,2016,SWS,114635
488,2016,TA,14738
489,2016,TH,76875
490,2016,TOD,4263
491,2016,TRL,917498
492,2016,VV,12638
493,2016,WE,41188
494,2016,WP,24763
495,2016,WS,101650
496,2016,WY,36875
497,2016,YO,29425
498,2016,YW,172467
499,2017,AB,137999
500,2017,ACD,150308
501,2017,AD,15213
502,2017,AG,134675
503,2017,AH,11225
504,2017,AN,37370
505,2017,AP,7439
506,2017,BB,16113
507,2017,BC,19913
508,2017,BD,18675
509,2017,BE,40875
510,2017,BF,132868
511,2017,BL,171813
512,2017,BR,86113
513,2017,BRW,43341
514,2017,BUR,20938
515,2017,CC,16188
516,2017,CE,35950
517,2017,CED,197151
518,2017,CH,33700
519,2017,CS,20363
520,2017,DA,36600
521,2017,DM,90243
522,2017,DO,99707
523,2017,DP,54350
524,2017,DR,45450
525,2017,DT,6100
526,2017,DU,49488
527,2017,EA,43683
528,2017,EB,7175
529,2017,EG,25888
530,2017,EN,29604
531,2017,ES,24088
532,2017,FH,21500
533,2017,FO,47162
534,2017,FP,39266
535,2017,FV,215656
536,2017,GE,24038
537,2017,GHP,39670
538,2017,GW,11088
539,2017,HB,8038
540,2017,HC,19175
541,2017,HIL,27575
542,2017,HP,41913
543,2017,HS,7225
544,2017,HW,16050
545,2017,JD,63875
546,2017,JO,21488
547,2017,JS,39475
548,2017,KE,39175
549,2017,LB,19427
550,2017,LE,25313
551,2017,LO,46140
552,2017,LS,111803
553,2017,MA,32700
554,2017,MAL,158550
555,2017,MAS,121564
556,2017,MCG,36807
557,2017,MD,53466
558,2017,MI,24663
559,2017,MP,5738
560,2017,MRV,33900
561,2017,MS,39488
562,2017,ND,120673
563,2017,NE,10788
564,2017,NT,23478
565,2017,OV,33188
566,2017,PA,59407
567,2017,PE,8425
568,2017,PK,122844
569,2017,PL,66423
570,2017,PM,23100
571,2017,PU,12475
572,2017,PV,17593
573,2017,QS,10863
574,2017,RD,71813
575,2017,RI,82853
576,2017,RN,38557
577,2017,RX,17963
578,2017,SA,66513
579,2017,SB,463
580,2017,SC,63474
581,2017,SI,9487
582,2017,SJ,58200
583,2017,SL,23888
584,2017,SP,13775
585,2017,ST,31163
586,2017,SW,5525
587,2017,SWS,119109
588,2017,TA,13329
589,2017,TH,71175
590,2017,TOD,4375
591,2017,TRL,867212
592,2017,VV,12050
593,2017,WE,37813
594,2017,WP,23938
595,2017,WS,97263
596,2017,WY,36463
597,2017,YO,29238
598,2017,YW,157821
599,2018,AB,111939
600,2018,ACD,82784
601,2018,AD,12162
602,2018,AG,112149
603,2018,AH,9753
604,2018,AN,21239
605,2018,AP,13010
606,2018,BB,16333
607,2018,BC,24989
608,2018,BD,14323
609,2018,BE,31292
610,2018,BF,76409
611,2018,BL,128177
612,2018,BR,57702
613,2018,BRW,51202
614,2018,BUR,16232
615,2018,CC,14475
616,2018,CE,26974
617,2018,CED,133544
618,2018,CH,50205
619,2018,CL,121507
620,2018,CS,21914
621,2018,DA,40326
622,2018,DM,61911
623,2018,DO,72517
624,2018,DP,65983
625,2018,DR,30300
626,2018,DT,4008
627,2018,DU,42709
628,2018,EA,41801
629,2018,EB,5700
630,2018,EG,13481
631,2018,EN,26289
632,2018,ES,55733
633,2018,FH,14583
634,2018,FO,37264
635,2018,FP,29894
636,2018,FV,130320
637,2018,GE,16717
638,2018,GHP,30554
639,2018,GW,9772
640,2018,HB,6015
641,2018,HC,16657
642,2018,HIL,16987
643,2018,HP,32396
644,2018,HS,10281
645,2018,HW,10942
646,2018,JD,43864
647,2018,JO,18622
648,2018,JS,23749
649,2018,KE,29139
650,2018,LB,14458
651,2018,LE,20752
652,2018,LO,40048
653,2018,LS,108743
654,2018,MA,26001
655,2018,MAL,83951
656,2018,MAS,81688
657,2018,MCG,30641
658,2018,MD,36451
659,2018,MI,15725
660,2018,MP,6809
661,2018,MRV,34992
662,2018,MS,30116
663,2018,ND,104897
664,2018,NE,13858
665,2018,NT,15193
666,2018,OV,21743
667,2018,PA,60571
668,2018,PE,5775
669,2018,PK,103625
670,2018,PL,62072
671,2018,PM,23629
672,2018,PU,10086
673,2018,PV,13400
674,2018,QS,13869
675,2018,RD,45729
676,2018,RI,71177
677,2018,RN,68987
678,2018,RX,11519
679,2018,SA,52512
680,2018,SB,631
681,2018,SC,45256
682,2018,SJ,51621
683,2018,SL,24264
684,2018,SP,15469
685,2018,ST,14624
686,2018,SW,1443
687,2018,SWS,64722
688,2018,TA,8594
689,2018,TH,50333
690,2018,TOD,3450
691,2018,TRL,428446
692,2018,VV,9463
693,2018,WE,26060
694,2018,WP,13555
695,2018,WS,75752
696,2018,WY,16140
697,2018,YO,22390
698,2018,YW,93349
699,2019,AB,105936
700,2019,ACD,54592
701,2019,AD,10518
702,2019,AG,110006
703,2019,AH,9414
704,2019,AN,20898
705,2019,AP,13549
706,2019,BB,16706
707,2019,BC,25777
708,2019,BD,13281
709,2019,BE,26353
710,2019,BF,66397
711,2019,BL,119884
712,2019,BR,51475
713,2019,BRW,47541
714,2019,BUR,17393
715,2019,CC,14182
716,2019,CE,21971
717,2019,CED,124808
718,2019,CH,47505
719,2019,CL,227153
720,2019,CS,21432
721,2019,DA,36170
722,2019,DM,46052
723,2019,DO,43740
724,2019,DP,61486
725,2019,DR,29528
726,2019,DT,4311
727,2019,DU,40379
728,2019,EA,38638
729,2019,EB,5383
730,2019,EG,12828
731,2019,EN,20341
732,2019,ES,55205
733,2019,FH,17319
734,2019,FO,38890
735,2019,FP,29562
736,2019,FV,132363
737,2019,GE,16283
738,2019,GHP,28864
739,2019,GW,3327
740,2019,HB,6809
741,2019,HC,15568
742,2019,HIL,15515
743,2019,HP,33287
744,2019,HS,11207
745,2019,HW,10952
746,2019,JD,41567
747,2019,JO,14749
748,2019,JS,25099
749,2019,KE,27027
750,2019,LB,13628
751,2019,LE,21315
752,2019,LO,36896
753,2019,LS,91815
754,2019,MA,23379
755,2019,MAL,79554
756,2019,MAS,79476
757,2019,MCG,29609
758,2019,MD,31430
759,2019,MI,12713
760,2019,MP,5368
761,2019,MRV,32754
762,2019,MS,29277
763,2019,ND,92396
764,2019,NE,12233
765,2019,NT,13824
766,2019,OV,19498
767,2019,PA,49103
768,2019,PE,5480
769,2019,PK,53495
770,2019,PL,28959
771,2019,PM,21569
772,2019,PU,8556
773,2019,PV,13878
774,2019,QS,10704
775,2019,RD,44200
776,2019,RI,71343
777,2019,RN,67083
778,2019,RX,10536
779,2019,SA,53178
780,2019,SB,546
781,2019,SC,43849
782,2019,SI,1473
783,2019,SJ,58962
784,2019,SL,27347
785,2019,SP,14116
786,2019,ST,36129
787,2019,SW,2707
788,2019,SWS,58495
789,2019,TA,8422
790,2019,TH,42950
791,2019,TOD,3749
792,2019,TRL,390307
793,2019,VV,9070
794,2019,WE,26812
795,2019,WP,14657
796,2019,WS,72288
797,2019,YO,21130
798,2019,YW,62065
799,2020,AB,26076
800,2020,AD,1892
801,2020,AG,25441
802,2020,AH,1811
803,2020,AN,5746
804,2020,AP,4251
805,2020,BB,4129
806,2020,BC,5912
807,2020,BD,3706
808,2020,BE,7102
809,2020,BF,18233
810,2020,BL,31570
811,2020,BR,14194
812,2020,BRW,10115
813,2020,BUR,2989
814,2020,CC,2888
815,2020,CE,4810
816,2020,CED,35952
817,2020,CH,8603
818,2020,CL,62120
819,2020,CS,4090
820,2020,DA,9723
821,2020,DM,13816
822,2020,DO,11773
823,2020,DP,15121
824,2020,DR,7374
825,2020,DT,922
826,2020,DU,8753
827,2020,EA,10679
828,2020,EB,852
829,2020,EG,3408
830,2020,EN,4497
831,2020,ES,12119
832,2020,FH,4598
833,2020,FO,7407
834,2020,FP,6271
835,2020,FV,32314
836,2020,GE,3739
837,2020,GHP,6205
838,2020,GW,2225
839,2020,HB,1232
840,2020,HC,4426
841,2020,HIL,3582
842,2020,HP,7341
843,2020,HS,3415
844,2020,HW,2229
845,2020,JD,11692
846,2020,JO,3568
847,2020,JS,7509
848,2020,KE,7709
849,2020,LB,2755
850,2020,LE,5065
851,2020,LO,8879
852,2020,LS,26622
853,2020,MA,7986
854,2020,MAL,20033
855,2020,MAS,19854
856,2020,MCG,7509
857,2020,MD,8491
858,2020,MI,3871
859,2020,MP,1040
860,2020,MRV,5973
861,2020,MS,6127
862,2020,ND,26221
863,2020,NE,3650
864,2020,NT,3370
865,2020,OV,4420
866,2020,PA,11283
867,2020,PE,1099
868,2020,PK,24647
869,2020,PL,15114
870,2020,PM,5166
871,2020,PU,1732
872,2020,PV,3843
873,2020,QS,2064
874,2020,RD,10683
875,2020,RI,20928
876,2020,RN,16323
877,2020,RX,2595
878,2020,SA,12650
879,2020,SB,144
880,2020,SC,12080
881,2020,SI,1390
882,2020,SJ,9389
883,2020,SL,7287
884,2020,SP,2867
885,2020,ST,7465
886,2020,SW,607
887,2020,SWS,14360
888,2020,TA,2360
889,2020,TH,11491
890,2020,TOD,754
891,2020,TRL,113637
892,2020,VV,1886
893,2020,WE,7825
894,2020,WP,3980
895,2020,WS,13434
896,2020,YO,4700
897,2020,YW,8832
898,2021,AB,14154
899,2021,AD,504
900,2021,AG,10508
901,2021,AH,1044
902,2021,AN,3349
903,2021,AP,1588
904,2021,BB,1970
905,2021,BC,2747
906,2021,BD,1597
907,2021,BE,3402
908,2021,BF,8645
909,2021,BL,15125
910,2021,BR,6654
911,2021,BRW,4211
912,2021,BUR,711
913,2021,CC,1223
914,2021,CE,2658
915,2021,CED,15494
916,2021,CL,29480
917,2021,CS,1019
918,2021,DA,4674
919,2021,DM,5654
920,2021,DO,9331
921,2021,DP,6770
922,2021,DR,3048
923,2021,DU,3707
924,2021,EA,4215
925,2021,EB,341
926,2021,EG,1548
927,2021,EN,2518
928,2021,ES,4067
929,2021,FH,1936
930,2021,FO,3854
931,2021,FP,2479
932,2021,FV,15276
933,2021,GE,1867
934,2021,GHP,2695
935,2021,GW,758
936,2021,HB,449
937,2021,HC,1542
938,2021,HIL,1284
939,2021,HP,3409
940,2021,HS,982
941,2021,HW,909
942,2021,JD,5875
943,2021,JO,1385
944,2021,JS,3224
945,2021,KE,5727
946,2021,LB,915
947,2021,LE,2526
948,2021,LO,3700
949,2021,LS,14526
950,2021,MA,4891
951,2021,MAL,7303
952,2021,MAS,7608
953,2021,MCG,2602
954,2021,MD,3898
955,2021,MI,1652
956,2021,MRV,2661
957,2021,MS,2324
958,2021,ND,14308
959,2021,NE,1480
960,2021,NT,1608
961,2021,OV,1934
962,2021,PA,3053
963,2021,PE,274
964,2021,PK,13675
965,2021,PL,5033
966,2021,PM,1523
967,2021,PU,469
968,2021,PV,1565
969,2021,QS,529
970,2021,RD,4799
971,2021,RI,9403
972,2021,RN,8291
973,2021,RX,1166
974,2021,SA,6778
975,2021,SC,5578
976,2021,SI,709
977,2021,SJ,1922
978,2021,SL,4073
979,2021,SP,705
980,2021,ST,2207
981,2021,SWS,5318
982,2021,TA,926
983,2021,TH,5107
984,2021,TOD,157
985,2021,TRL,49391
986,2021,VV,938
987,2021,WE,4390
988,2021,WP,1409
989,2021,WS,5878
990,2021,YO,1929
991,2021,YW,3571
992,2022,AB,44967
993,2022,ACD,14030
994,2022,AD,2587
995,2022,AG,35212
996,2022,AH,1852
997,2022,AN,6485
998,2022,AP,5981
999,2022,BB,6340
1000,2022,BC,9480
1001,2022,BD,5019
1002,2022,BE,9254
1003,2022,BF,21799
1004,2022,BL,48813
1005,2022,BR,20232
1006,2022,BRW,17132
1007,2022,BUR,4884
1008,2022,CC,6156
1009,2022,CE,9196
1010,2022,CED,43222
1011,2022,CH,11020
1012,2022,CL,87439
1013,2022,CS,6025
1014,2022,DA,15464
1015,2022,DM,17395
1016,2022,DO,31542
1017,2022,DP,22943
1018,2022,DR,8493
1019,2022,DT,1010
1020,2022,DU,10777
1021,2022,EA,14964
1022,2022,EB,1137
1023,2022,EG,3613
1024,2022,EN,8193
1025,2022,ES,18279
1026,2022,FH,6495
1027,2022,FO,14731
1028,2022,FP,9928
1029,2022,FV,46018
1030,2022,GE,3697
1031,2022,GHP,6531
1032,2022,GW,2700
1033,2022,HB,2728
1034,2022,HC,3568
1035,2022,HIL,3144
1036,2022,HP,9156
1037,2022,HS,3551
1038,2022,HW,2807
1039,2022,JD,17688
1040,2022,JO,3350
1041,2022,JS,10134
1042,2022,KE,17130
1043,2022,LB,4649
1044,2022,LE,6381
1045,2022,LO,7941
1046,2022,LS,53604
1047,2022,MA,11288
1048,2022,MAL,23708
1049,2022,MAS,24408
1050,2022,MCG,7915
1051,2022,MD,12200
1052,2022,MI,5121
1053,2022,MRV,9766
1054,2022,MS,11739
1055,2022,ND,40022
1056,2022,NE,4798
1057,2022,NT,5557
1058,2022,OV,5348
1059,2022,PA,14645
1060,2022,PE,1690
1061,2022,PK,43158
1062,2022,PL,26672
1063,2022,PM,6610
1064,2022,PU,2287
1065,2022,PV,3536
1066,2022,QS,4032
1067,2022,RD,16743
1068,2022,RI,25414
1069,2022,RN,28534
1070,2022,RX,3016
1071,2022,SA,17522
1072,2022,SC,21266
1073,2022,SI,2182
1074,2022,SJ,14698
1075,2022,SL,9443
1076,2022,SP,5208
1077,2022,ST,8960
1078,2022,SW,540
1079,2022,SWS,16305
1080,2022,TA,2401
1081,2022,TH,16651
1082,2022,TOD,1220
1083,2022,TRL,136640
1084,2022,VV,2572
1085,2022,WE,14837
1086,2022,WP,4115
1087,2022,WS,21028
1088,2022,WY,3836
1089,2022,YO,8755
1090,2022,YW,16088