Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Total
M4T,Population and dwelling counts,Population density per square kilometre,,,,,,
M4T,Population and dwelling counts,Land area (square km),,,,,,
M4V,Population and dwelling counts,Population in 2011,,,,,,17271
M4V,Population and dwelling counts,Population in 2006,,,,,,
M4V,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M4V,Population and dwelling counts,Total private dwellings,,,,,,10096
M4V,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,9430
M4V,Population and dwelling counts,Population density per square kilometre,,,,,,
M4V,Population and dwelling counts,Land area (square km),,,,,,
M4W,Population and dwelling counts,Population in 2011,,,,,,14022
M4W,Population and dwelling counts,Population in 2006,,,,,,
M4W,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M4W,Population and dwelling counts,Total private dwellings,,,,,,7645
M4W,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,7109
M4W,Population and dwelling counts,Population density per square kilometre,,,,,,
M4W,Population and dwelling counts,Land area (square km),,,,,,
M4X,Population and dwelling counts,Population in 2011,,,,,,20387
M4X,Population and dwelling counts,Population in 2006,,,,,,
M4X,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M4X,Population and dwelling counts,Total private dwellings,,,,,,10689
M4X,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,10111
M4X,Population and dwelling counts,Population density per square kilometre,,,,,,
M4X,Population and dwelling counts,Land area (square km),,,,,,
M4Y,Population and dwelling counts,Population in 2011,,,,,,26207
M4Y,Population and dwelling counts,Population in 2006,,,,,,
M4Y,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M4Y,Population and dwelling counts,Total private dwellings,,,,,,18779
M4Y,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,17237
M4Y,Population and dwelling counts,Population density per square kilometre,,,,,,
M4Y,Population and dwelling counts,Land area (square km),,,,,,
M5A,Population and dwelling counts,Population in 2011,,,,,,34649
M5A,Population and dwelling counts,Population in 2006,,,,,,
M5A,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5A,Population and dwelling counts,Total private dwellings,,,,,,19382
M5A,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,18172
M5A,Population and dwelling counts,Population density per square kilometre,,,,,,
M5A,Population and dwelling counts,Land area (square km),,,,,,
M5B,Population and dwelling counts,Population in 2011,,,,,,11352
M5B,Population and dwelling counts,Population in 2006,,,,,,
M5B,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5B,Population and dwelling counts,Total private dwellings,,,,,,7425
M5B,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,6549
M5B,Population and dwelling counts,Population density per square kilometre,,,,,,
M5B,Population and dwelling counts,Land area (square km),,,,,,
M5C,Population and dwelling counts,Population in 2011,,,,,,2974
M5C,Population and dwelling counts,Population in 2006,,,,,,
M5C,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5C,Population and dwelling counts,Total private dwellings,,,,,,1866
M5C,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,1738
M5C,Population and dwelling counts,Population density per square kilometre,,,,,,
M5C,Population and dwelling counts,Land area (square km),,,,,,
M5E,Population and dwelling counts,Population in 2011,,,,,,6436
M5E,Population and dwelling counts,Population in 2006,,,,,,
M5E,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5E,Population and dwelling counts,Total private dwellings,,,,,,4280
M5E,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,3982
M5E,Population and dwelling counts,Population density per square kilometre,,,,,,
M5E,Population and dwelling counts,Land area (square km),,,,,,
M5G,Population and dwelling counts,Population in 2011,,,,,,7001
M5G,Population and dwelling counts,Population in 2006,,,,,,
M5G,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5G,Population and dwelling counts,Total private dwellings,,,,,,4788
M5G,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,4055
M5G,Population and dwelling counts,Population density per square kilometre,,,,,,
M5G,Population and dwelling counts,Land area (square km),,,,,,
M5H,Population and dwelling counts,Population in 2011,,,,,,1027
M5H,Population and dwelling counts,Population in 2006,,,,,,
M5H,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5H,Population and dwelling counts,Total private dwellings,,,,,,1103
M5H,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,720
M5H,Population and dwelling counts,Population density per square kilometre,,,,,,
M5H,Population and dwelling counts,Land area (square km),,,,,,
M5J,Population and dwelling counts,Population in 2011,,,,,,10454
M5J,Population and dwelling counts,Population in 2006,,,,,,
M5J,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5J,Population and dwelling counts,Total private dwellings,,,,,,7137
M5J,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,6316
M5J,Population and dwelling counts,Population density per square kilometre,,,,,,
M5J,Population and dwelling counts,Land area (square km),,,,,,
M5M,Population and dwelling counts,Population in 2011,,,,,,25852
M5M,Population and dwelling counts,Population in 2006,,,,,,
M5M,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5M,Population and dwelling counts,Total private dwellings,,,,,,9941
M5M,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,9536
M5M,Population and dwelling counts,Population density per square kilometre,,,,,,
M5M,Population and dwelling counts,Land area (square km),,,,,,
M5N,Population and dwelling counts,Population in 2011,,,,,,16349
M5N,Population and dwelling counts,Population in 2006,,,,,,
M5N,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5N,Population and dwelling counts,Total private dwellings,,,,,,6811
M5N,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,6450
M5N,Population and dwelling counts,Population density per square kilometre,,,,,,
M5N,Population and dwelling counts,Land area (square km),,,,,,
M5P,Population and dwelling counts,Population in 2011,,,,,,18343
M5P,Population and dwelling counts,Population in 2006,,,,,,
M5P,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5P,Population and dwelling counts,Total private dwellings,,,,,,9181
M5P,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,8611
M5P,Population and dwelling counts,Population density per square kilometre,,,,,,
M5P,Population and dwelling counts,Land area (square km),,,,,,
M5R,Population and dwelling counts,Population in 2011,,,,,,25056
M5R,Population and dwelling counts,Population in 2006,,,,,,
M5R,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5R,Population and dwelling counts,Total private dwellings,,,,,,14907
M5R,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,13570
M5R,Population and dwelling counts,Population density per square kilometre,,,,,,
M5R,Population and dwelling counts,Land area (square km),,,,,,
M5S,Population and dwelling counts,Population in 2011,,,,,,13690
M5S,Population and dwelling counts,Population in 2006,,,,,,
M5S,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5S,Population and dwelling counts,Total private dwellings,,,,,,7622
M5S,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,6719
M5S,Population and dwelling counts,Population density per square kilometre,,,,,,
M5S,Population and dwelling counts,Land area (square km),,,,,,
M5T,Population and dwelling counts,Population in 2011,,,,,,18705
M5T,Population and dwelling counts,Population in 2006,,,,,,
M5T,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5T,Population and dwelling counts,Total private dwellings,,,,,,9335
M5T,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,8680
M5T,Population and dwelling counts,Population density per square kilometre,,,,,,
M5T,Population and dwelling counts,Land area (square km),,,,,,
M5V,Population and dwelling counts,Population in 2011,,,,,,30669
M5V,Population and dwelling counts,Population in 2006,,,,,,
M5V,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5V,Population and dwelling counts,Total private dwellings,,,,,,22424
M5V,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,19335
M5V,Population and dwelling counts,Population density per square kilometre,,,,,,
M5V,Population and dwelling counts,Land area (square km),,,,,,
M5W,Population and dwelling counts,Population in 2011,,,,,,5
M5W,Population and dwelling counts,Population in 2006,,,,,,
M5W,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M5W,Population and dwelling counts,Total private dwellings,,,,,,1
M5W,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,1
M5W,Population and dwelling counts,Population density per square kilometre,,,,,,
M5W,Population and dwelling counts,Land area (square km),,,,,,
M6A,Population and dwelling counts,Population in 2011,,,,,,19754
M6A,Population and dwelling counts,Population in 2006,,,,,,
M6A,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6A,Population and dwelling counts,Total private dwellings,,,,,,7881
M6A,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,7495
M6A,Population and dwelling counts,Population density per square kilometre,,,,,,
M6A,Population and dwelling counts,Land area (square km),,,,,,
M6B,Population and dwelling counts,Population in 2011,,,,,,29236
M6B,Population and dwelling counts,Population in 2006,,,,,,
M6B,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6B,Population and dwelling counts,Total private dwellings,,,,,,11530
M6B,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,11055
M6B,Population and dwelling counts,Population density per square kilometre,,,,,,
M6B,Population and dwelling counts,Land area (square km),,,,,,
M6C,Population and dwelling counts,Population in 2011,,,,,,24256
M6C,Population and dwelling counts,Population in 2006,,,,,,
M6C,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6C,Population and dwelling counts,Total private dwellings,,,,,,10870
M6C,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,10317
M6C,Population and dwelling counts,Population density per square kilometre,,,,,,
M6C,Population and dwelling counts,Land area (square km),,,,,,
M6E,Population and dwelling counts,Population in 2011,,,,,,37920
M6E,Population and dwelling counts,Population in 2006,,,,,,
M6E,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6E,Population and dwelling counts,Total private dwellings,,,,,,15295
M6E,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,14340
M6E,Population and dwelling counts,Population density per square kilometre,,,,,,
M6E,Population and dwelling counts,Land area (square km),,,,,,
M6G,Population and dwelling counts,Population in 2011,,,,,,32075
M6G,Population and dwelling counts,Population in 2006,,,,,,
M6G,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6G,Population and dwelling counts,Total private dwellings,,,,,,14311
M6G,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,13229
M6G,Population and dwelling counts,Population density per square kilometre,,,,,,
M6G,Population and dwelling counts,Land area (square km),,,,,,
M6H,Population and dwelling counts,Population in 2011,,,,,,42856
M6H,Population and dwelling counts,Population in 2006,,,,,,
M6H,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6H,Population and dwelling counts,Total private dwellings,,,,,,19383
M6H,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,17735
M6H,Population and dwelling counts,Population density per square kilometre,,,,,,
M6H,Population and dwelling counts,Land area (square km),,,,,,
M6J,Population and dwelling counts,Population in 2011,,,,,,28949
M6J,Population and dwelling counts,Population in 2006,,,,,,
M6J,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6J,Population and dwelling counts,Total private dwellings,,,,,,13535
M6J,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,12660
M6J,Population and dwelling counts,Population density per square kilometre,,,,,,
M6J,Population and dwelling counts,Land area (square km),,,,,,
M6K,Population and dwelling counts,Population in 2011,,,,,,35320
M6K,Population and dwelling counts,Population in 2006,,,,,,
M6K,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6K,Population and dwelling counts,Total private dwellings,,,,,,19536
M6K,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,17712
M6K,Population and dwelling counts,Population density per square kilometre,,,,,,
M6K,Population and dwelling counts,Land area (square km),,,,,,
M6L,Population and dwelling counts,Population in 2011,,,,,,20807
M6L,Population and dwelling counts,Population in 2006,,,,,,
M6L,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6L,Population and dwelling counts,Total private dwellings,,,,,,7639
M6L,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,7412
M6L,Population and dwelling counts,Population density per square kilometre,,,,,,
M6L,Population and dwelling counts,Land area (square km),,,,,,
M6M,Population and dwelling counts,Population in 2011,,,,,,41954
M6M,Population and dwelling counts,Population in 2006,,,,,,
M6M,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6M,Population and dwelling counts,Total private dwellings,,,,,,16336
M6M,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,15660
M6M,Population and dwelling counts,Population density per square kilometre,,,,,,
M6M,Population and dwelling counts,Land area (square km),,,,,,
M6N,Population and dwelling counts,Population in 2011,,,,,,41312
M6N,Population and dwelling counts,Population in 2006,,,,,,
M6N,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6N,Population and dwelling counts,Total private dwellings,,,,,,16738
M6N,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,15845
M6N,Population and dwelling counts,Population density per square kilometre,,,,,,
M6N,Population and dwelling counts,Land area (square km),,,,,,
M6P,Population and dwelling counts,Population in 2011,,,,,,37959
M6P,Population and dwelling counts,Population in 2006,,,,,,
M6P,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6P,Population and dwelling counts,Total private dwellings,,,,,,19322
M6P,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,17940
M6P,Population and dwelling counts,Population density per square kilometre,,,,,,
M6P,Population and dwelling counts,Land area (square km),,,,,,
M6R,Population and dwelling counts,Population in 2011,,,,,,19439
M6R,Population and dwelling counts,Population in 2006,,,,,,
M6R,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6R,Population and dwelling counts,Total private dwellings,,,,,,9149
M6R,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,8564
M6R,Population and dwelling counts,Population density per square kilometre,,,,,,
M6R,Population and dwelling counts,Land area (square km),,,,,,
M6S,Population and dwelling counts,Population in 2011,,,,,,31548
M6S,Population and dwelling counts,Population in 2006,,,,,,
M6S,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M6S,Population and dwelling counts,Total private dwellings,,,,,,14240
M6S,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,13507
M6S,Population and dwelling counts,Population density per square kilometre,,,,,,
M6S,Population and dwelling counts,Land area (square km),,,,,,
M8V,Population and dwelling counts,Population in 2011,,,,,,31921
M8V,Population and dwelling counts,Population in 2006,,,,,,
M8V,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M8V,Population and dwelling counts,Total private dwellings,,,,,,17173
M8V,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,16029
M8V,Population and dwelling counts,Population density per square kilometre,,,,,,
M8V,Population and dwelling counts,Land area (square km),,,,,,
M8W,Population and dwelling counts,Population in 2011,,,,,,20046
M8W,Population and dwelling counts,Population in 2006,,,,,,
M8W,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M8W,Population and dwelling counts,Total private dwellings,,,,,,9036
M8W,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,8534
M8W,Population and dwelling counts,Population density per square kilometre,,,,,,
M8W,Population and dwelling counts,Land area (square km),,,,,,
M8X,Population and dwelling counts,Population in 2011,,,,,,10481
M8X,Population and dwelling counts,Population in 2006,,,,,,
M8X,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M8X,Population and dwelling counts,Total private dwellings,,,,,,4577
M8X,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,4454
M8X,Population and dwelling counts,Population density per square kilometre,,,,,,
M8X,Population and dwelling counts,Land area (square km),,,,,,
M8Y,Population and dwelling counts,Population in 2011,,,,,,19805
M8Y,Population and dwelling counts,Population in 2006,,,,,,
M8Y,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M8Y,Population and dwelling counts,Total private dwellings,,,,,,9413
M8Y,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,8965
M8Y,Population and dwelling counts,Population density per square kilometre,,,,,,
M8Y,Population and dwelling counts,Land area (square km),,,,,,
M8Z,Population and dwelling counts,Population in 2011,,,,,,15302
M8Z,Population and dwelling counts,Population in 2006,,,,,,
M8Z,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M8Z,Population and dwelling counts,Total private dwellings,,,,,,6433
M8Z,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,6186
M8Z,Population and dwelling counts,Population density per square kilometre,,,,,,
M8Z,Population and dwelling counts,Land area (square km),,,,,,
M9A,Population and dwelling counts,Population in 2011,,,,,,33520
M9A,Population and dwelling counts,Population in 2006,,,,,,
M9A,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M9A,Population and dwelling counts,Total private dwellings,,,,,,14360
M9A,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,13874
M9A,Population and dwelling counts,Population density per square kilometre,,,,,,
M9A,Population and dwelling counts,Land area (square km),,,,,,
M9B,Population and dwelling counts,Population in 2011,,,,,,30182
M9B,Population and dwelling counts,Population in 2006,,,,,,
M9B,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M9B,Population and dwelling counts,Total private dwellings,,,,,,11584
M9B,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,11313
M9B,Population and dwelling counts,Population density per square kilometre,,,,,,
M9B,Population and dwelling counts,Land area (square km),,,,,,
M9C,Population and dwelling counts,Population in 2011,,,,,,36672
M9C,Population and dwelling counts,Population in 2006,,,,,,
M9C,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M9C,Population and dwelling counts,Total private dwellings,,,,,,14462
M9C,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,14244
M9C,Population and dwelling counts,Population density per square kilometre,,,,,,
M9C,Population and dwelling counts,Land area (square km),,,,,,
M9L,Population and dwelling counts,Population in 2011,,,,,,11998
M9L,Population and dwelling counts,Population in 2006,,,,,,
M9L,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M9L,Population and dwelling counts,Total private dwellings,,,,,,4066
M9L,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,3651
M9L,Population and dwelling counts,Population density per square kilometre,,,,,,
M9L,Population and dwelling counts,Land area (square km),,,,,,
M9M,Population and dwelling counts,Population in 2011,,,,,,20681
M9M,Population and dwelling counts,Population in 2006,,,,,,
M9M,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M9M,Population and dwelling counts,Total private dwellings,,,,,,7149
M9M,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,6787
M9M,Population and dwelling counts,Population density per square kilometre,,,,,,
M9M,Population and dwelling counts,Land area (square km),,,,,,
M9N,Population and dwelling counts,Population in 2011,,,,,,24946
M9N,Population and dwelling counts,Population in 2006,,,,,,
M9N,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M9N,Population and dwelling counts,Total private dwellings,,,,,,10826
M9N,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,10240
M9N,Population and dwelling counts,Population density per square kilometre,,,,,,
M9N,Population and dwelling counts,Land area (square km),,,,,,
M9P,Population and dwelling counts,Population in 2011,,,,,,20970
M9P,Population and dwelling counts,Population in 2006,,,,,,
M9P,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M9P,Population and dwelling counts,Total private dwellings,,,,,,8097
M9P,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,7827
M9P,Population and dwelling counts,Population density per square kilometre,,,,,,
M9P,Population and dwelling counts,Land area (square km),,,,,,
M9R,Population and dwelling counts,Population in 2011,,,,,,32581
M9R,Population and dwelling counts,Population in 2006,,,,,,
M9R,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M9R,Population and dwelling counts,Total private dwellings,,,,,,12343
M9R,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,11858
M9R,Population and dwelling counts,Population density per square kilometre,,,,,,
M9R,Population and dwelling counts,Land area (square km),,,,,,
M9V,Population and dwelling counts,Population in 2011,,,,,,55949
M9V,Population and dwelling counts,Population in 2006,,,,,,
M9V,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M9V,Population and dwelling counts,Total private dwellings,,,,,,17584
M9V,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,16465
M9V,Population and dwelling counts,Population density per square kilometre,,,,,,
M9V,Population and dwelling counts,Land area (square km),,,,,,
M9W,Population and dwelling counts,Population in 2011,,,,,,41164
M9W,Population and dwelling counts,Population in 2006,,,,,,
M9W,Population and dwelling counts,2006 to 2011 population change (%),,,,,,
M9W,Population and dwelling counts,Total private dwellings,,,,,,14302
M9W,Population and dwelling counts,Private dwellings occupied by usual residents,,,,,,13628
M9W,Population and dwelling counts,Population density per square kilometre,,,,,,
M9W,Population and dwelling counts,Land area (square km),,,,,,
